dialogue,label,character_name,character_group
Is that why you're free now?,CHARACTER,Dragonborn,playerChoice
"Free? No. I've been here too long, Qahnaarin. The Soul Cairn has become a part of what I am. I can never fully call Tamriel my home again, or I would surely perish. I only hope that you will allow me the precious moments of time there through your call.",CHARACTER,Durnehviir,male
"After hearing the necrodragon's words, it's back to Castle Volkihar...",ACTION,ACTION,ACTION
The team emerges from the Cairn.,ACTION,ACTION,ACTION
"The sooner we get the scroll home, the sooner we can deal with my father.",CHARACTER,Serana,female
IF ON D'GUARD SIDE IF ON D'GUARD SIDE,ACTION,ACTION,ACTION
I trust your journey was successful?,CHARACTER,Dexion,male
I've brought the Elder Scrolls.,CHARACTER,Dragonborn,playerChoice
"I'm sorry, my friend. I can no longer be of use in this matter.",CHARACTER,Dexion,male
Why? What's happened?,CHARACTER,Dragonborn,playerChoice
"It's my fault. In my haste to read the first scroll, I neglected the careful preparation required. I thought I'd be able to allay the after effects, but I was wrong. Now I'm paying for it.",CHARACTER,Dexion,male
That covering on your eyes. Are you--,CHARACTER,Dragonborn,playerChoice
Blind? Yes. I'm afraid so.,CHARACTER,Dexion,male
Can anything be done to help you?,CHARACTER,Dragonborn,playerChoice
"No. It'll have to run its course, and there's always the chance I may never recover.",CHARACTER,Dexion,male
Then we're finished.,CHARACTER,Dragonborn,playerChoice
"No, there's another way. The question is, how much are you willing to risk to find Auriel's Bow?",CHARACTER,Dexion,male
What do I need to do?,CHARACTER,Dragonborn,playerChoice
I can't guarantee you'll be free from harm. Becoming blind could be the least of your worries.,CHARACTER,Dexion,male
Don't worry about that. Just tell me.,CHARACTER,Dragonborn,playerChoice
IF ON VAMPIRE SIDE IF ON VAMPIRE SIDE,ACTION,ACTION,ACTION
"They return to Dexion, who now appears with a blindfold.",ACTION,ACTION,ACTION
"Yes, how may I serve you, milord?",CHARACTER,Dexion,male
I've brought the Elder Scrolls.,CHARACTER,Dragonborn,playerChoice
"I'm afraid I won't be able to help you with the scrolls any longer, milord. Please, do not be angry with me.",CHARACTER,Dexion,male
What are you talking about?,CHARACTER,Dragonborn,playerChoice
"I'm afraid in my haste to read the first scroll, I neglected the time I needed to prepare. The failure is purely mine to bear. As you can see from my bandages, it's not that I'm unwilling, it is that I'm physically unable.",CHARACTER,Dexion,male
You're blind!,CHARACTER,Dragonborn,playerChoice
"Oh please, milord! Please...forgive me!",CHARACTER,Dexion,male
I don't suppose there's a cure.,CHARACTER,Dragonborn,playerChoice
"If only such a miracle existed, I'd overcome the impossible in order to secure it if it meant pleasing you.",CHARACTER,Dexion,male
Then we have no further need of you.,CHARACTER,Dragonborn,playerChoice
"Although I would gladly die by your hand, perhaps I could offer an alternative way to read the scrolls?",CHARACTER,Dexion,male
Go on.,CHARACTER,Dragonborn,playerChoice
"Oh thank you, milord. Thank you!",CHARACTER,Dexion,male
Just get to it!,CHARACTER,Dragonborn,playerChoice
PATHS REJOIN AT THIS POINT PATHS REJOIN AT THIS POINT,ACTION,ACTION,ACTION
"Scattered across Tamriel are secluded locations known only as Ancestor Glades. There's one in Skyrim, in the Pine Forest. Performing the Ritual of the Ancestor Moth within the glade should provide the answers you seek.",CHARACTER,Dexion,male
"Explain this ""ritual.""",CHARACTER,Dragonborn,playerChoice
"It involves carefully removing the bark from the Canticle Tree which will in turn attract Ancestor Moths to you. Once enough of the moths are following, they'll provide you with the second sight needed to decipher the scrolls.",CHARACTER,Dexion,male
Carefully gather the bark? How?,CHARACTER,Dragonborn,playerChoice
"In keeping with tradition, you must use a specific tool in the Ancestor Glade, an implement known as a Draw Knife. Every Moth Priest is taught this ritual, but few ever get the chance to perform it...you should consider yourself fortunate if it works for you.",CHARACTER,Dexion,male
Do I need to read the scrolls in any particular order?,CHARACTER,Dragonborn,playerChoice
"From what I saw in the vision, the Elder Scroll which foreshadows the defiance of the gods with the blood of mortals is the key to the prophecy.",CHARACTER,Dexion,male
One can talk to Dexion about new options at this point.,ACTION,ACTION,ACTION
How's a moth related to the Elder Scrolls?,CHARACTER,Dragonborn,playerChoice
"Well, as I am sure you've figured out by now, it's no mere coincidence we are named ""Moth Priests."" The voice of the Ancestor Moth has always been an integral part of reading the Elder Scrolls.",CHARACTER,Dexion,male
"Moths barely make a sound, let alone speak.",CHARACTER,Dragonborn,playerChoice
"Oh, the moths don't literally read the scrolls...but they maintain a connection to ancient magic that allows the Moth Priests to decipher them. If you listen closely when you find the glade, you should be able to hear their song...a soft, harmonious trilling. It's through this ancestral chorus that the moths tap into a form of primal augur and become a conduit for deciphering the scrolls.",CHARACTER,Dexion,male
How does that help the Moth Priest?,CHARACTER,Dragonborn,playerChoice
"By having the Ancestor Moths close to the Moth Priest, they can utilize the conduit and share the moth's augury. Only the most resilient of priests can do it this way...it takes years of practice to interpret the harmony.",CHARACTER,Dexion,male
Then how do I even stand a chance?,CHARACTER,Dragonborn,playerChoice
"You've come this far, and you've found several Elder Scrolls. Whether you believe it or not, the scrolls have a mind of their own. If they didn't want you to find them, they wouldn't allow it. Because of this, I strongly believe you were meant to hear the ancestral chorus. Only one way to find out.",CHARACTER,Dexion,male
What went wrong?,CHARACTER,Dragonborn,playerChoice
"Deciphering one of the Elder Scrolls is nothing like reading a simple book. There is quite a bit of ritual and concentration required. It can take months or even years to complete a single scroll and even then, months to recover.",CHARACTER,Dexion,male
Is it normal for Moth Priests to go blind?,CHARACTER,Dragonborn,playerChoice
"Sadly, yes. It is the inevitable fate we agree to pursue when reading the Elder Scrolls. It generally does not occur until a Moth Priest is in his latter years, but in my case I simply was not preparing myself properly.",CHARACTER,Dexion,male
"The player and Serana visit the glade, high in Falkreath's mountains. Inside is a bunch of loose foliage and crags.",ACTION,ACTION,ACTION
"This must be the place. Hmph...not very impressive, is it? If this ends up being a wasted trip, your friend Dexion and I are going to have some words when we get back.",CHARACTER,Serana,female
"They head further in, finding a massive cavern, replete with a freshwater waterfall and spring, plus trees everywhere.",ACTION,ACTION,ACTION
Wow. Look at this place. No one's been here in centuries. I doubt there's any other place like it in Skyrim. It's beautiful.,CHARACTER,Serana,female
They find a draw knife in a ceremonial holder below.,ACTION,ACTION,ACTION
"Well, we got the knife...now all we need to do is track down one of those Canticle Trees.",CHARACTER,Serana,female
There's a blossoming Canticle on a higher ledge.,ACTION,ACTION,ACTION
"Hope those moths like that bark as much as Dexion said they would. Dexion didn't really give us a lot to go on, did he?",CHARACTER,Serana,female
"One moves around the area, finding swarms of moths and getting them to follow with the others.",ACTION,ACTION,ACTION
"Look at them...they've definitely taken a liking to you. And unless I'm seeing things, you're starting to...glimmer.",CHARACTER,Serana,female
"Soon, a sphere of ancient light is enveloping the player.",ACTION,ACTION,ACTION
Woah! I think that might have been what we were waiting for. Let's head back up there and see if we can read the scrolls.,CHARACTER,Serana,female
They go to the spring and stand in a column of sunlight. The player begins reading the the Blood scroll.,ACTION,ACTION,ACTION
Nervous?,CHARACTER,Serana,female
"The player reads the scrolls, and sees some kind of cryptic map.",ACTION,ACTION,ACTION
Are you okay? Almost thought I lost you there...you went as white as the snow.,CHARACTER,Serana,female
"Don't worry, I'm fine.",CHARACTER,Dragonborn,playerChoice
I never trusted those damn scrolls. Who knows what those things could have done to you...just look at Dexion.,CHARACTER,Serana,female
That felt strange.,CHARACTER,Dragonborn,playerChoice
I could see it in your eyes. You looked about a thousand leagues away.,CHARACTER,Serana,female
Never mind that...it worked!,CHARACTER,Dragonborn,playerChoice
"After everything we've been through, it had damn well better work. What about Auriel's Bow? Do you know where we can find it?",CHARACTER,Serana,female
It's in a place called Darkfall Cave.,CHARACTER,Dragonborn,playerChoice
"Then it's almost over. • We can finally rewrite the prophecy as we see fit. • We can finally put an end to this ridiculous prophecy. Where is this ""Darkfall Cave?""",CHARACTER,Serana,female
The scrolls gave me its exact location.,CHARACTER,Dragonborn,playerChoice
Then let's get going. I want to get there before my father has a chance to track us down.,CHARACTER,Serana,female
"They leave, just in time to slay intruders from the faction opposite the one they're currently aligned with.",ACTION,ACTION,ACTION
"The cave is located in the NW mountains, not far from Mor Khazgur. There's they come across a small campsite with corpses stewn around.",ACTION,ACTION,ACTION
These people were...why would anyone want to set up camp here? I wonder what happened to them.,CHARACTER,Serana,female
"After slaying some trolls, they see a man at a deep shrine.",ACTION,ACTION,ACTION
What's that? I can feel some kind of power from it...,CHARACTER,Serana,female
Come forward. You have nothing to fear here.,CHARACTER,Gelebor,male
They approach Gelebor at his humble campsite.,ACTION,ACTION,ACTION
I am Knight-Paladin Gelebor. Welcome to the Great Chantry of Auri-El.,CHARACTER,Gelebor,male
This cave is a temple to Auriel?,CHARACTER,Dragonborn,playerChoice
"Auriel, Auri-El, Alkosh, Akatosh...so many different names for the sovereign of the snow elves.",CHARACTER,Gelebor,male
Snow elves? You're a Falmer?,CHARACTER,Dragonborn,playerChoice
"I prefer snow elf. The name ""Falmer"" usually holds a negative meaning to most travelers. Those twisted creatures you call Falmer, I call the Betrayed.",CHARACTER,Gelebor,male
I imagine you know why we're here.,CHARACTER,Dragonborn,playerChoice
"Of course. You're here for Auriel's Bow. Why else would you be here? I can help you get it, but first I must have your assistance.",CHARACTER,Gelebor,male
What type of assistance do you need?,CHARACTER,Dragonborn,playerChoice
I need you to kill Arch-Curate Vyrthur...my brother.,CHARACTER,Gelebor,male
Do I have a choice?,CHARACTER,Dragonborn,playerChoice
"Absolutely. You could turn around and travel back from wherever you started empty handed, or you could assist me.",CHARACTER,Gelebor,male
How did you know?,CHARACTER,Dragonborn,playerChoice
"For the thousands of years I've served as the Chantry's sentinel, there hasn't been a single visitor here for any other reason. They request Auriel's Bow, and I request their assistance. It's been repeated so many times, I can't imagine it any other way.",CHARACTER,Gelebor,male
"Kill your brother, why?",CHARACTER,Dragonborn,playerChoice
"The kinship between us is gone. I don't understand what he's become, but he's no longer the brother I once knew. It was the Betrayed... they did something to him, I just don't know why Auri-El would allow this to happen.",CHARACTER,Gelebor,male
What exactly did the Betrayed do?,CHARACTER,Dragonborn,playerChoice
They swept into the Chantry without warning and began killing everyone without pause.,CHARACTER,Gelebor,male
Didn't you fight back?,CHARACTER,Dragonborn,playerChoice
"The Chantry was a place of peaceful worship. I led a small group of paladins, but we were no match for the Betrayed's sheer numbers. They slaughtered everyone and stormed the Inner Sanctum where I believe they corrupted Vyrthur.",CHARACTER,Gelebor,male
You don't even know if he's alive.,CHARACTER,Dragonborn,playerChoice
"He's alive. I've seen him. But something's wrong. He never looks as though he's in pain or under duress. He just...stands there and watches, as though waiting.",CHARACTER,Gelebor,male
Have you tried getting into the Inner Sanctum?,CHARACTER,Dragonborn,playerChoice
Leaving the wayshrines unguarded would be violating my sacred duty as a Knight-Paladin of Auriel. And an assault on the Betrayed guarding the Inner Sanctum would only end with my death.,CHARACTER,Gelebor,male
Wayshrine?,CHARACTER,Dragonborn,playerChoice
"Yes, let me show you.",CHARACTER,Gelebor,male
"The strange monument nearby rises, revealing it was actually a small, shrunken pavilion with only a ceremonial basin inside.",ACTION,ACTION,ACTION
"So, this is snow elf magic. Incredible.",CHARACTER,Serana,female
This structure is known as a wayshrine. They were used for meditation and for transport when the Chantry was a place of enlightenment. Prelates of these shrines were charged with teaching the mantras of Auri-El to our Initiates.,CHARACTER,Gelebor,male
What's that basin in the center signify?,CHARACTER,Serana,female
"Once the Initiate completed his mantras, he'd dip a ceremonial ewer in the basin of the wayshrine's center and proceed to the next wayshrine.",CHARACTER,Gelebor,male
So these Initiates had to lug around a heavy pitcher of water. Marvelous. How long would they have to do that?,CHARACTER,Serana,female
"Well, once the Initiate's enlightenment was complete, he'd bring the ewer to the Chantry's Inner Sanctum. Pouring the contents of the ewer into the sacred basin of the Sanctum would allow him to enter for an audience with the Arch-Curate himself.",CHARACTER,Gelebor,male
All that just to end up dumping it out? Makes no sense to me.,CHARACTER,Serana,female
It's symbolic. I don't expect you to understand.,CHARACTER,Gelebor,male
"So, let's get this straight. We need to do all that nonsense to get into the temple, so we can kill your brother and claim Auriel's Bow?",CHARACTER,Serana,female
"I know how it all sounds, but if there was another way I'd have done it long ago. The only way to get to my brother is by following in the Initiates' footsteps and traveling from wayshrine to wayshrine just as they did. The first lay at the end of Darkfall Passage, a cavern that represents the absence of enlightenment.",CHARACTER,Gelebor,male
How many more wayshrines are there?,CHARACTER,Dragonborn,playerChoice
"There are five in total, spread far across the Chantry.",CHARACTER,Gelebor,male
These caves must be massive.,CHARACTER,Dragonborn,playerChoice
"Caves? Oh, no. The Chantry encompasses far more than a few caves, as you'll soon discover. But before I send you on your way, you'll need the Initiate's Ewer.",CHARACTER,Gelebor,male
So I need to fill this at each wayshrine?,CHARACTER,Dragonborn,playerChoice
"Once you've located a wayshrine, there will be spectral Prelate tending to it. They will allow you to draw the waters from the shrine's basin as if you've been enlightened.",CHARACTER,Gelebor,male
I'll be off then.,CHARACTER,Dragonborn,playerChoice
"This may be the last time we're able to converse. If you have any questions before you leave, I suggest you ask them. Otherwise, all I can do now is grant you my hopes for a safe journey.",CHARACTER,Gelebor,male
If one inquires further to Gelebor...,ACTION,ACTION,ACTION
Questions? I expected as much.,CHARACTER,Gelebor,male
Who are the spectral Prelates you mentioned?,CHARACTER,Dragonborn,playerChoice
"They're ghosts of the snow elf priests that tended the wayshrines before being slaughtered by the Betrayed. Through the grace of Auri-El, they were restored to their spectral form to enable them to continue their duties.",CHARACTER,Gelebor,male
"Good, they should be able to help us.",CHARACTER,Dragonborn,playerChoice
"I'm afraid in their current form, they still believe the Chantry to be an active center of worship. They won't respond to you in any way other than believing that you're an Initiate and you're undertaking the journey to the Inner Sanctum.",CHARACTER,Gelebor,male
What is the Chantry of Auri-El?,CHARACTER,Dragonborn,playerChoice
"This is, or was, the epicenter for our religion. Most of the snow elf people worshipped Auri-El. The Chantry was constructed near the beginning of the First Era to provide a retreat to those that wished to become enlightened.",CHARACTER,Gelebor,male
Most snow elves?,CHARACTER,Dragonborn,playerChoice
"Our empire had temples to some of the other deities: Trinimac, Syrabane, Jephre and Phynaster rounded out the rest. But those temples paled in comparison to the glory of the Chantry and its wayshrines.",CHARACTER,Gelebor,male
The wayshrines are part of the Chantry then?,CHARACTER,Dragonborn,playerChoice
"Oh yes. They were an important part of the process here. They represented the steps the Initiates took on the path to total enlightenment. Sadly, the magic used to construct these wonders were lost long before I arrived here.",CHARACTER,Gelebor,male
Who were your people?,CHARACTER,Dragonborn,playerChoice
"We were once a wealthy and prosperous society that occupied a portion of Skyrim. Unfortunately, we were constantly at war with the Nords who claimed the land as their ancestral home.",CHARACTER,Gelebor,male
It appears the Nords won.,CHARACTER,Dragonborn,playerChoice
"In a manner of speaking. We had always maintained an uneasy alliance with the underground-dwelling dwarves, and when faced with extinction we turned to them for help. Surprisingly, they agreed to protect us but demanded a terrible price...the blinding of our race.",CHARACTER,Gelebor,male
Everyone couldn't have possibly agreed to that.,CHARACTER,Dragonborn,playerChoice
"There were splinter groups that resisted the agreement, and even some that sought alternate alliances. But when it was all said and done, those elves were either slaughtered, vanished or gave up and took the dwarves' bargain.",CHARACTER,Gelebor,male
What turned your people into the Betrayed?,CHARACTER,Dragonborn,playerChoice
I've often asked myself the same question. The blinding of my race was supposedly accomplished with a toxin. Certainly not enough to devolve them into the sad and twisted beings they've become.,CHARACTER,Gelebor,male
Why weren't the snow elves here afflicted?,CHARACTER,Dragonborn,playerChoice
"The Chantry is quite isolated, so it took some time for word of the dwarves' offer to reach us here. By the time the compact had been completed, it was too late for us to even attempt to intervene.",CHARACTER,Gelebor,male
Is that why you had retained your sight?,CHARACTER,Dragonborn,playerChoice
"Correct. We only numbered perhaps a hundred at the time, so our presence remained a secret to the dwarves and the Nords. Ironically, our undoing came at the hands of our own people.",CHARACTER,Gelebor,male
You mean the Betrayed.,CHARACTER,Dragonborn,playerChoice
Yes. They swarmed the Chantry in vast numbers until we were completely overrun. We never really stood a chance. I assume that the Arch-Curate was corrupted by them when they found a way to breach the Inner Sanctum.,CHARACTER,Gelebor,male
There were others here like you?,CHARACTER,Dragonborn,playerChoice
Vyrthur and myself are the only two snow elves that remain.,CHARACTER,Gelebor,male
The snow elf magic opens a wayshrine portal to Darkfall Passage.,ACTION,ACTION,ACTION
"Well...that wasn't as unpleasant as I thought it would be. Kind of soothing, actually. I feel a little warmer, now.",CHARACTER,Serana,female
They start slaying the Falmer inhabitants.,ACTION,ACTION,ACTION
"Looks like these Falmer are here to stay. They must be who that priest was calling ""the Betrayed.""",CHARACTER,Serana,female
They come to a pull-chain door with a warrior's skeleton beside it.,ACTION,ACTION,ACTION
"Hmmm. Pull chains and traps. Be careful here. Whatever's on the other side of this, the Falmer wanted to keep there.",CHARACTER,Serana,female
"They find a Vale Sabre Cat beyond, one of the first new Chantry monsters. The caverns filled with strange animals.",ACTION,ACTION,ACTION
This is the kind of thing I've been wanting to see. Makes everything worth it. I think that's another wayshrine up there. Here we go.,CHARACTER,Serana,female
They come upon a shrine and its ghostly prelate.,ACTION,ACTION,ACTION
"Welcome, Initiate. This is the Wayshrine of Illumination. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment?",CHARACTER,Sidanyis,male
Yes.,CHARACTER,Dragonborn,playerChoice
"Then behold Auri-El's gift, my child. May it light your path as you seek tranquility within the Inner Sanctum. May Auri-El's brilliance illuminate your path.",CHARACTER,Sidanyis,male
"They fill the ewer and reach the Forgotten Vale. Unlike the rest of Skyrim, this mountain-tucked landscape has the remnants of snow elf architecture.",ACTION,ACTION,ACTION
"This is incredible. It's like a whole other world. Come on, the bow has to be in this valley somewhere. Is that another one of those wayshrines up there? I wonder where this one goes...",CHARACTER,Serana,female
They reach the nearby shrine.,ACTION,ACTION,ACTION
"Welcome, Initiate. This is the Wayshrine of Sight. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment?",CHARACTER,Athring,male
Yes.,CHARACTER,Dragonborn,playerChoice
"Then behold Auri-El's gift, my child. May it speed your journey to the Inner Sanctum. May Auri-El's light guide you in your darkest hours.",CHARACTER,Athring,male
They continue on.,ACTION,ACTION,ACTION
Is that another one of those wayshrines up there? I wonder where this one goes...,CHARACTER,Serana,female
They reach the next shrine.,ACTION,ACTION,ACTION
"You've reached the Wayshrine of Learning, Initiate. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment?",CHARACTER,Celegriath,male
Yes.,CHARACTER,Dragonborn,playerChoice
"Auri-El bless you, child. For you are a step closer to the Inner Sanctum and everlasting wisdom. May Auri-El's warmth imbue your body with strength.",CHARACTER,Celegriath,male
"From the riverbank, they spot the next 'shrine on a far-off cliff.",ACTION,ACTION,ACTION
"If we open that one, we'll be able to move around this valley a lot faster.",CHARACTER,Serana,female
They reach it.,ACTION,ACTION,ACTION
You've arrived at the Wayshrine of Resolution. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment?,CHARACTER,Nirilor,male
Yes.,CHARACTER,Dragonborn,playerChoice
"Then go forth, child. May the enrichment of Auri-El strengthen your resolve as you undertake your journey to the Inner Sanctum. May Auri-El's glow shield you from your enemy.",CHARACTER,Nirilor,male
"To reach the final shrine, Serana and her helper must travel the Falmer-choked a troll, and must put them down one and all.",ACTION,ACTION,ACTION
"Poor thing. I know it would have tried to kill us, but still...",CHARACTER,Serana,female
There's a rickety bridge nearby.,ACTION,ACTION,ACTION
"Not the most solid construction. About what I'd expect from...creatures like this. Looks like they're better at making traps than they are at making bridges. A strange race, these Falmer.",CHARACTER,Serana,female
"Through a glacial crevice, the final wayshrine is finally in sight.",ACTION,ACTION,ACTION
"You've found the Wayshrine of Radiance, Initiate. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment?",CHARACTER,Edhelbor,male
Yes.,CHARACTER,Dragonborn,playerChoice
May the blessings of Auri-El protect you as you climb the road to the Inner Sanctum and final enlightenment. May Auri-El's radiance fill your heart with joy.,CHARACTER,Edhelbor,male
"The Inner Sanctum, a marvel of snow elf design, is right nearby.",ACTION,ACTION,ACTION
That...that has to be the place. I've never seen a building like that before. It looks like some kind of temple. Never saw anything like this back on the island.,CHARACTER,Serana,female
They enter the courtyard.,ACTION,ACTION,ACTION
"That is a statue of Auriel, but it's using the older signs of his power. This temple must be ancient. The bow has to be in here.",CHARACTER,Serana,female
"As the water is placed in the final basin, it opens the destination's door. Inside, the long-frozen corpses of snow elves can be seen.",ACTION,ACTION,ACTION
These Falmer are...they're frozen in the ice. I wonder how long they've been like this. And I thought the Soul Cairn was creepy.,CHARACTER,Serana,female
"They reach the chapel, cut right into the glacier. The Arch-Curate's there.",ACTION,ACTION,ACTION
Did you really come here expecting to claim Auriel's Bow? You've done exactly as I predicted and brought your fetching companion to me.,CHARACTER,Vyrthur,male
"Wait, is he talking about me?",CHARACTER,Serana,female
"Which, I'm sorry to say, means your usefulness is at an end!",CHARACTER,Vyrthur,male
They destroy the frozen Falmer he unleashes.,ACTION,ACTION,ACTION
"An impressive display, but a wasted effort. You delay nothing but your own deaths!",CHARACTER,Vyrthur,male
Watch out! He's pulling down the ceiling!,CHARACTER,Serana,female
Finish them!,CHARACTER,Vyrthur,male
More of his icy acolytes are smashed.,ACTION,ACTION,ACTION
"This has gone on long enough. Child, my life ended long before you were born!",CHARACTER,Vyrthur,male
They kill all his companions.,ACTION,ACTION,ACTION
No...I won't let you ruin centuries of preparations...,CHARACTER,Vyrthur,male
Surrender and give us the bow!,CHARACTER,Serana,female
Death first!,CHARACTER,Vyrthur,male
The snow elf magic destroys the Sanctum's walls and ceiling.,ACTION,ACTION,ACTION
"Are you alright? Come on, we can do this. I know we can. He's up there, on the balcony. Come on!",CHARACTER,Serana,female
They corner him.,ACTION,ACTION,ACTION
"Enough, Vyrthur. Give us the bow!",CHARACTER,Serana,female
"How dare you. I was the Arch-Curate of Auri-El, girl. I had the ears of a god!",CHARACTER,Vyrthur,male
"Until the ""Betrayed"" corrupted you. Yes, yes. We've heard this sad story.",CHARACTER,Serana,female
"Gelebor and his kind are easily manipulated fools. Look into my eyes, Serana. You tell me what I am.",CHARACTER,Vyrthur,male
You're...you're a vampire? But Auriel should have protected you...,CHARACTER,Serana,female
"The moment I was infected by one of my own Initiates, Auri-El turned his back on me. I swore I'd have my revenge, no matter what the cost.",CHARACTER,Vyrthur,male
You want to take revenge...on a god?,CHARACTER,Serana,female
"Auri-El himself may have been beyond my reach, but his influence on our world wasn't. All I needed was the blood of a vampire and his own weapon, Auriel's Bow.",CHARACTER,Vyrthur,male
The blood of a vampire...Auriel's Bow... It...it was you? You created that prophecy?,CHARACTER,Serana,female
"A prophecy that lacked a single, final ingredient...the blood of a pure vampire. The blood of a Daughter of Coldharbour.",CHARACTER,Vyrthur,male
"You were waiting...all this time for someone with my blood to come along. Well, too bad for you...I intend on keeping it. Let's see if your blood has any power to it!",CHARACTER,Serana,female
What trickery is this!,CHARACTER,Vyrthur,male
They kill him.,ACTION,ACTION,ACTION
Farewell.,CHARACTER,Vyrthur,male
His death activates the final wayshrine. Gelebor steps out.,ACTION,ACTION,ACTION
"So, the deed has been done. The restoration of this wayshrine means that Vyrthur must be dead and the Betrayed no longer have control over him.",CHARACTER,Gelebor,male
The Betrayed weren't to blame.,CHARACTER,Dragonborn,playerChoice
What? What are you talking about?,CHARACTER,Gelebor,male
He was a vampire. He controlled them.,CHARACTER,Dragonborn,playerChoice
"A vampire? I see. That would explain much. Deep inside, it brings me joy that the Betrayed weren't to blame for what happened here.",CHARACTER,Gelebor,male
Why?,CHARACTER,Dragonborn,playerChoice
"Because that means there's still hope that they might one day shed their hatred and learn to believe in Auri-El once again. It's been a long time since I felt that way and it's been long overdue. My thanks, to both of you.",CHARACTER,Gelebor,male
You're welcome.,CHARACTER,Dragonborn,playerChoice
"You risked everything to get Auri-El's Bow, and in return, you've restored the Chantry. I can't think of a more deserving champion to carry it than you. If you wish to learn more about the bow, or obtain Sunhallowed Arrows for it, I'd be more than happy to help. You've but to ask.",CHARACTER,Gelebor,male
One can inquire further.,ACTION,ACTION,ACTION
"Please, take the bow...it's yours.",CHARACTER,Gelebor,male
What will happen to you now?,CHARACTER,Dragonborn,playerChoice
"Even with Vyrthur gone and the Inner Sanctum destroyed, my duty as a Knight-Paladin of Auri-El remains. I've been sworn to protect this vale and everything it represents until I die.",CHARACTER,Gelebor,male
And the wayshrines?,CHARACTER,Dragonborn,playerChoice
"For the time being, they will remain open. If remnants of our kind who escaped the betrayal at the hands of the dwarves exist out there, perhaps they will find this place one day.",CHARACTER,Gelebor,male
What can you tell me about Auriel's Bow?,CHARACTER,Dragonborn,playerChoice
The bow was said to be carried by Auri-El himself into battle against the forces of Lorkhan in ancient and mythic times. Its craftsmanship has no equal anywhere within Tamriel and possibly beyond.,CHARACTER,Gelebor,male
What can it do?,CHARACTER,Dragonborn,playerChoice
"The bow draws its power from Aetherius itself, channeling it through the sun. Therefore, when an arrow is loosed from the bow, it produces a magical effect very similar to being burned by fire.",CHARACTER,Gelebor,male
Sounds powerful.,CHARACTER,Dragonborn,playerChoice
"That's actually only a fraction of its potential. With Sunhallowed Arrows, you would be able to produce a much more spectacular effect... causing bursts of sunlight to envelop your foes. The sunbursts would certainly hurt anything, but is especially devastating to the undead.",CHARACTER,Gelebor,male
Vyrthur said something about using blood?,CHARACTER,Dragonborn,playerChoice
"Well, using an arrow with the bow that's been dipped in blood may cause it to function differently...corrupting its purpose. That's of course if you're foolish enough to try it.",CHARACTER,Gelebor,male
How do I obtain Sunhallowed Arrows?,CHARACTER,Dragonborn,playerChoice
"I can actually assist you in that regard. If you were to bring me some good quality elven arrows, I could imbue them with the proper incantations and rituals.",CHARACTER,Gelebor,male
"Can you make me some Sunhallowed Arrows? • Absolutely. I can only do twenty at a time, so if you want the rest of your arrows blessed, let me know. • Absolutely. I can only do twenty at a time, but I see that won't be a problem in this case. • I'm afraid I'll need elven arrows if you want me to produce Sunhallowed Arrows, and it seems you're all out of them at the moment.",CHARACTER,Dragonborn,playerChoice
Can the Betrayed ever be cured?,CHARACTER,Dragonborn,playerChoice
"I feel nothing but sympathy for the Betrayed, despite my actions against them. But I'm afraid that they're well beyond a cure at this point.",CHARACTER,Gelebor,male
Why?,CHARACTER,Dragonborn,playerChoice
"The twisted forms you've seen didn't occur overnight. It isn't a plague or a disease that ravaged our species. The dwarves may have stolen their sight, but it took many generations for them to become what they are today.",CHARACTER,Gelebor,male
Then there's no hope for them.,CHARACTER,Dragonborn,playerChoice
"Perhaps they'll never return to their former appearance, but over the centuries, I've noticed a rise in their intellect. If a line of communication could be established with them, maybe they can find peace. It's the only way they'll discover that they weren't always malignant...they were once a proud and prosperous race.",CHARACTER,Gelebor,male
What will happen to the Chantry now?,CHARACTER,Dragonborn,playerChoice
"While it would fill me with joy to see the Chantry back to its former glory, that time has long since passed. Now that my brother's dead, it's quite possibly I'm the last of our kind.",CHARACTER,Gelebor,male
Then I've contributed to your kind's extinction.,CHARACTER,Dragonborn,playerChoice
There's no need for that kind of talk. I said it was possible. It's also quite possible that there are some other isolated conclaves of snow elves nestled elsewhere on Nirn. I'll also assume Vyrthur didn't exactly give you the option to stay your hand.,CHARACTER,Gelebor,male
What will you do then?,CHARACTER,Dragonborn,playerChoice
"For the time being I will remain here, on the overlook and continue trying to keep the Sanctum free of the Betrayed. You're always welcome to return here at any time, of course.",CHARACTER,Gelebor,male
The player claims the hallowed bow from the shrine.,ACTION,ACTION,ACTION
"It's...not as shiny as I was expecting. Still, it's beautiful.",CHARACTER,Serana,female
What do we do now?,CHARACTER,Dragonborn,playerChoice
"• Well, before we spoke to my mother in the Soul Cairn, I would have said we bring the bow to my father. But after everything with her...I don't think we can trust him. • I think we both know...it's time to face my father. If we don't, he'll keep chasing us for the rest of our lives.",CHARACTER,Serana,female
"Then we kill him, before he kills us.",CHARACTER,Dragonborn,playerChoice
