dialogue,label,character_name,character_group
"No. It's too far for me, kupo.",CHARACTER,Mog,male
Okay. I'll throw you closer.,CHARACTER,Snow,male
Kupokupo!?,CHARACTER,Mog,male
Good idea. We can broaden our search radius.,CHARACTER,Noel,male
"Serah, please! Save Mog, kupo!",CHARACTER,Mog,male
Good luck.,CHARACTER,Serah,female
"A Primer is presented on the use of Moogle Throw, then a Tutorial, which can be skipped.",ACTION,ACTION,ACTION
(auto-talk) I think he's in a good mood.,CHARACTER,Serah,female
Maybe he's looking for a free lunch.,CHARACTER,Noel,male
"No worries, if he does attack, we'll think of something.",CHARACTER,Snow,male
How have you even survived this long?,CHARACTER,Noel,male
The party reaches a new area and jumps off the beast...,ACTION,ACTION,ACTION
(auto-talk) The flan are headed in that direction. Let's go.,CHARACTER,Noel,male
A bit later on...,ACTION,ACTION,ACTION
(auto-talk) Look at these guys. They sure know how to stay in line.,CHARACTER,Snow,male
And a little further...,ACTION,ACTION,ACTION
(auto-talk) So this is where they were all trying to get to.,CHARACTER,Serah,female
Now we'll see what all the fuss was about.,CHARACTER,Snow,male
Let's break up the party and get our artefact.,CHARACTER,Noel,male
Mandatory battle with Miniflan x5,ACTION,ACTION,ACTION
Serah receives the artefact from Mog.,ACTION,ACTION,ACTION
"Thank you, Mog.",CHARACTER,Serah,female
(spins) Kupo.,CHARACTER,Mog,male
He's a weird little critter. Looks like he stepped right out of Nautilus! (He rubs and pokes Mog.),CHARACTER,Snow,male
"Kupo, kupo, kupo!",CHARACTER,Mog,male
"Hey there, feller.",CHARACTER,Snow,male
"Yeah, that's what I was thinking. He's like a theme park mascot.",CHARACTER,Serah,female
What's a theme park?,CHARACTER,Noel,male
"Well, it's a place where people go to just go on rides and have fun.",CHARACTER,Serah,female
Kupo!,CHARACTER,Mog,male
I guess you only have them when times are peaceful and prosperous. Not like where you're from.,CHARACTER,Serah,female
"Where do you come from, anyway?",CHARACTER,Snow,male
A place that doesn't have much in the way of fun or civilization. That's where I'm from.,CHARACTER,Noel,male
Kind of reminds of Vanille and Fang.,CHARACTER,Snow,male
Yeah.,CHARACTER,Serah,female
"Come to think of it, he's a lot like 'em.",CHARACTER,Snow,male
Really? How so?,CHARACTER,Noel,male
"They were born on Gran Pulse, just like you. Back then, on Cocoon, that was really unusual.",CHARACTER,Serah,female
We have things in common.,CHARACTER,Noel,male
I'll make sure to introduce them to you. One of these days.,CHARACTER,Snow,male
The scene ends and playable control is returned to Serah or Noel. They move on to the next Time Gate...,ACTION,ACTION,ACTION
Use a Combat Artefact to activate the gate and step into the flow of time?,ACTION,ACTION,ACTION
Player chooses 'No',ACTION,ACTION,ACTION
Player chooses 'Yes',ACTION,ACTION,ACTION
We have to do this. We can't afford to fail. If we don't find a way to defeat that flan...,CHARACTER,Serah,female
"Hey don't get too wound up now. People start to make mistakes when they stress out too much, if you know what I mean.",CHARACTER,Snow,male
"Yeah, maybe you're right.",CHARACTER,Serah,female
Kupo.,CHARACTER,Mog,male
"Anyway, you kids take care.",CHARACTER,Snow,male
We'll be back!,CHARACTER,Serah,female
Coliseum - Year Unknown-,ACTION,ACTION,ACTION
Static,ACTION,ACTION,ACTION
The party travels to the Coliseum and after moving forward a bit...,ACTION,ACTION,ACTION
(deep voice) Who dares? Explain this intrusion!,CHARACTER,Arbiter of Time,male
The party enters the main area of the large Coliseum...,ACTION,ACTION,ACTION
Travels of the Void Beyond. What are you seeking in this bloodstained place of war?,CHARACTER,Arbiter of Time,male
Who said that?,CHARACTER,Serah,female
(pointing) That guy!,CHARACTER,Noel,male
"It is a dark, shadowy form.",ACTION,ACTION,ACTION
"My domain exists outside the march of ages. It is unseen and unknown, beyond life and death. Until the day the bell of the goddess tolls, this realm welcomes not the living. Begone from here. You bring naught but calamity. My halls already play host to an omen of time-shattering misfortune.",CHARACTER,Arbiter of Time,male
An omen of misfortune? Something that doesn't belong here.,CHARACTER,Serah,female
"Okay, then. We'll make you a deal!",CHARACTER,Noel,male
"(lighting up with energy and posing) Begone, I say! Heed my words... Or face judgment at my hands!",CHARACTER,Arbiter of Time,male
"(steps forward) You want this omen gone from here, right? Give it to us, and we'll leave you and your realm in peace. What do you say to that?",CHARACTER,Noel,male
"(lighting up again) Take it, and leave this place! (He produces a fragment.) The Day of Reckoning has not yet come.",CHARACTER,Arbiter of Time,male
"Noel takes the fragment, though not without a bit of a struggle.",ACTION,ACTION,ACTION
Kupo!,CHARACTER,Mog,male
"Job well done, I guess.",CHARACTER,Noel,male
"(nods) Yeah, and Snow will be waiting.",CHARACTER,Serah,female
I hope he's still okay back there... ... but I bet he won't be waiting by the gate for us.,CHARACTER,Noel,male
"No, I suppose not. He's just like my sister. Always just charging ahead.",CHARACTER,Serah,female
Charging ahead into an early grave.,CHARACTER,Noel,male
Kupo?,CHARACTER,Mog,male
"He acts like he's everyone's boss, just marches ahead, and neverthinks how much danger he's putting himself in. Idiots like that, they're all the same. Their heads in the clouds, thinking self-sacrifice can somehow save everyone. But people die anyway.",CHARACTER,Noel,male
"Noel, I hope you don't get yourself killed.",CHARACTER,Serah,female
Huh?,CHARACTER,Noel,male
"After all, you've risked your life a lot of times. To help me, I mean.",CHARACTER,Serah,female
Right. But I can tell the difference between fantasy and reality. I'm not like Snow.,CHARACTER,Noel,male
I didn't say you were.,CHARACTER,Serah,female
"He just took off and left you alone. He did what he wanted. Didn't care who he left behind, or who he hurt.",CHARACTER,Noel,male
"(narrating) I understand why Snow made Noel so angry. Once upon a time, someone Noel loved left him behind. It hurt him almost more than he could bear. It still does. He didn't have to tell me. The pain on his face made it clearer than words ever could.",CHARACTER,Serah,female
Fragment Discovered! White Hole Gem You obtain 300 CP!,ACTION,ACTION,ACTION
(auto-talk) I can't believe that worked.,CHARACTER,Serah,female
Lucky he was open to reason.,CHARACTER,Noel,male
"Now you'll be able to defeat that gigantic flan, kupo!",CHARACTER,Mog,male
The party returns to the Historia Crux...,ACTION,ACTION,ACTION
Coliseum -Year Unknown-,ACTION,ACTION,ACTION
"Time and memory, frozen in crystal.",ACTION,ACTION,ACTION
"After stepping through the gate, Serah and Noel find themselves in an expansive arena. As they gaze around in awe, a supernatural being appears before them and demands their immediate departure. Noel, however, strikes a deal with the being, and is rewarded with a fragment. After telling them the place in which they stand is a field of battle, the intimidating figure fades out of sight. They return to the gate, and Noel is certain he can taste the tang of blood in the air...",ACTION,ACTION,ACTION
If the party returns to the Coliseum...,ACTION,ACTION,ACTION
I am the Arbiter of Time. I am the lord of this domain. This field exists only for battle and death.,CHARACTER,Arbiter of Time,male
"(auto-talk) So what do you think all this is supposed to be for, anyway? He said something about a 'place of war,' right?",CHARACTER,Serah,female
"Something like that. In any case, let's get outta here before we have anymore close encounters.",CHARACTER,Noel,male
The party travels back to Sunleth...,ACTION,ACTION,ACTION
(auto-talk) Huh? Where's Snow?,CHARACTER,Serah,female
I knew it. He's gone off to fight on his own.,CHARACTER,Noel,male
"The party reaches the Assembly Area, where Snow is on the ground before a new, green flan boss.",ACTION,ACTION,ACTION
Snow! That's enough!,CHARACTER,Serah,female
You really don't know when to quit!,CHARACTER,Noel,male
Boss battle with Mutantomato,ACTION,ACTION,ACTION
Fragment Discovered! Mutantomato Fragment You obtain 3500 CP!,ACTION,ACTION,ACTION
Snow falls to the ground.,ACTION,ACTION,ACTION
Kupo!,CHARACTER,Mog,male
Looks like I needed the cavalry after all. Maybe going solo was a bad idea.,CHARACTER,Snow,male
You knew you had no chance of winning. Why did you even try?,CHARACTER,Noel,male
"(he looks to the crystal pillar) Fang and Vanille, I guess. (He gets up.) I knew it was stupid. But the pillar is gettin' eaten away, bit by bit. I can't just stand by and watch. Not when those two are in danger.",CHARACTER,Snow,male
"You couldn't just sit still and wait for help, could you? Tuh! Typical!",CHARACTER,Noel,male
"Hey, I do what I do, all right?",CHARACTER,Snow,male
"(points) You're the worst of them all. I hate your kind! You think you're everyone's protector--everyone's hero -- but who do you save, really? Do you even realize how useless you are!? Do you realize what you do to the people you're supposed to protect!?",CHARACTER,Noel,male
"Now you wait just a damn minute. You've been looking after Serah. And back in your own time, you protected your village, and your friends. Am I wrong? Seems to me, you and I are pretty much the same.",CHARACTER,Snow,male
"(turns away) No! You... you don't get it. You don't know anything. You're wrong, we're not the same. I couldn't protect anyone.",CHARACTER,Noel,male
"Noel... You know what, forget it. Maybe you're right. But you've gotta survive. Because if you don't, then neither will anyone you love. Listen, I'm sorry I charged in on my own.",CHARACTER,Snow,male
(turns to him) Snow.,CHARACTER,Noel,male
"(taking his shoulder) I guess what I'm sayin' is, you keep looking after Serah for me, okay?",CHARACTER,Snow,male
(mouths an affirmative and Snow begins to fade away) Snow? What's happening!?,CHARACTER,Noel,male
My time is up.,CHARACTER,Snow,male
"No, wait! But we resolved the paradox!",CHARACTER,Serah,female
Maybe that's the reason. The timeline is correcting itself. Things that don't belong in this era are disappearing. Snow is a contradiction. He comes from a past that no longer exists.,CHARACTER,Noel,male
(runs over to Snow and grabs him) No! Stop it! I won't let you go!,CHARACTER,Serah,female
"Sorry, Serah. I can't be with you here.",CHARACTER,Snow,male
No! Please don't leave me! I can't lose you over and over.,CHARACTER,Serah,female
It'll be okay. Heroes never die. (The camera pushes in to show that he has a l'Cie brand on his arm.),CHARACTER,Snow,male
A l'Cie brand... But how?,CHARACTER,Serah,female
See ya. (He begins to fade away rapidly.),CHARACTER,Snow,male
Snow! (He is gone.),CHARACTER,Serah,female
"This, this is what it means to change time.",CHARACTER,Noel,male
(drops her necklace) Why did he have the brand? Who made Snow a l'Cie? Why?,CHARACTER,Serah,female
He might not have been forced. Maybe it was something he asked for.,CHARACTER,Noel,male
Not in a million years! Who would be insane and stupid enough to do that?,CHARACTER,Serah,female
What if you needed to protect someone? And the only way you could do it was with the power of the l'Cie.,CHARACTER,Noel,male
"But everyone knows what happens to l'Cie! Succeed or fail, they're doomed.",CHARACTER,Serah,female
"Snow only cares about the people he's trying to protect. Damn the consequences, damn himself. 'If it means helping my friends, I'll gladly become a l'Cie.' Sound like something he'd say?",CHARACTER,Noel,male
And you... you hate him for that?,CHARACTER,Serah,female
"(shakes his head) Yes, I hate him. But... I understand him, too.",CHARACTER,Noel,male
"That's it. I've decided. Snow is always putting himself in danger trying to save others. So, I'm going to save him. When I became a l'Cie, he did everything he could to help me. Now, it's my turn. I swear, I won't stop until I find him again.",CHARACTER,Serah,female
"Okay. And I'll make sure you do. He asked me to look after you, remember?",CHARACTER,Noel,male
(nods) Kupo!,CHARACTER,Mog,male
"(narrating) When two people part and go their separate ways, their memories split as well. Some people wish they could go back and be together like before. Others look forward to the day they can meet again. Serah, the future is yours. Follow your path. Don't stop now.",CHARACTER,Lightning,female
An artefact appears in the distance...,ACTION,ACTION,ACTION
"(auto-talk) Cocoon should hold now, for a while longer at least. The rest, we'll have to leave to Hope and the other researchers.",CHARACTER,Noel,male
"Or, if the party has not yet met Hope in the Yaschas Massif...",ACTION,ACTION,ACTION
"(auto-talk) Snow helped stop the pillar from collapsing too soon. Natural wind erosion will eventually break it down, but the immediate danger is behind us.",CHARACTER,Noel,male
"The party heads for the artefact, but...",ACTION,ACTION,ACTION
(auto-talk) That's way out of reach. Looks like a job for Mog.,CHARACTER,Serah,female
"Leave it to me, kupo!",CHARACTER,Mog,male
Serah or Noel use Mog Throw...,ACTION,ACTION,ACTION
Item Acquired. You obtain a Mysterious Artefact!,ACTION,ACTION,ACTION
The party arrives at the gate...,ACTION,ACTION,ACTION
Use a Mysterious Artefact to activate the gate and step into the flow of time?,ACTION,ACTION,ACTION
Player chooses 'No',ACTION,ACTION,ACTION
Player chooses 'Yes',ACTION,ACTION,ACTION
Or if the party has not yet completed the Yaschas Massif sequence...,ACTION,ACTION,ACTION
The Mysterious Artefact changes into an Illusionary Artefact!,ACTION,ACTION,ACTION
Artefact Discovered! You obtain a Restoration Artefact!,ACTION,ACTION,ACTION
or,ACTION,ACTION,ACTION
Artefact Discovered! You obtain an Illusionary Artefact!,ACTION,ACTION,ACTION
Okay.,CHARACTER,Noel,male
Shall we?,CHARACTER,Serah,female
(nods) Let's.,CHARACTER,Noel,male
"Serah and Noel enter the gate and back in Sunleth, Caius and Yeul observe the gate...",ACTION,ACTION,ACTION
Yeul. Will you allow this?,CHARACTER,Caius,male
It is not for me to decide.,CHARACTER,Yeul,female
Or if the party has not yet completed the Yaschas Massif sequence...,ACTION,ACTION,ACTION
Will they ever find the dawn?,CHARACTER,Caius,male
It depends on what lies in their hearts.,CHARACTER,Yeul,female
"The two walk away. Serah and Noel are returned to the darkened Crux with three locations available. If the Yaschas Massif sequence is not yet complete, then two gates are available and the ""lost in time"" events outlined earlier take place instead.",ACTION,ACTION,ACTION
The Void Beyond -Year Unknown-,ACTION,ACTION,ACTION
Static,ACTION,ACTION,ACTION
The party emerges from the rift...,ACTION,ACTION,ACTION
Another detour?,CHARACTER,Serah,female
"Aw. It's easy to get lost when you leap across time, kupo.",CHARACTER,Mog,male
We can go back through the gate anytime. Let's take a breather. (He offers his hand to Serah.),CHARACTER,Noel,male
Oh. Thanks.,CHARACTER,Serah,female
"Say, Serah.",CHARACTER,Noel,male
Hmm?,CHARACTER,Serah,female
You remember when you told me that you saw Lightning and me in your dreams?,CHARACTER,Noel,male
Kupo?,CHARACTER,Mog,male
Yeah.,CHARACTER,Serah,female
Are you still having them?,CHARACTER,Noel,male
"No. The last time I saw Lightning was the night before we met. Although, I've had lots of dreams about what happened the next day.",CHARACTER,Serah,female
Okay.,CHARACTER,Noel,male
Why do you ask?,CHARACTER,Serah,female
I was just curious.,CHARACTER,Noel,male
"All right, my turn. I want to know about Yeul.",CHARACTER,Serah,female
I don't know anything about either of the Yeuls you met.,CHARACTER,Noel,male
"What do you mean? She could be a time traveler, right? Just like you and me and Snow?",CHARACTER,Serah,female
"(gets up) I don't think so. She's like a reincarnation, a new Yeul born over and over. In each generation of the Farseers, a girl with the same face, the same power is born. That girl is always called Yeul.",CHARACTER,Noel,male
"So you're saying, every age we travel to, there's a different Yeul waiting? A Yeul from Oerba, and a Yeul from Yaschas Massif...",CHARACTER,Serah,female
"But they're all different-- and neither are the Yeul I knew. Although, it took me a long time to actually start believing it.",CHARACTER,Noel,male
Kupo.,CHARACTER,Mog,male
"Noel, I've been thinking. If we keep traveling through time, and resolving paradoxes, and changing history... Doesn't that mean the future you come from will change along with everything else?",CHARACTER,Serah,female
Perhaps it'll become a future where I never existed.,CHARACTER,Noel,male
Is that possible!?,CHARACTER,Serah,female
Kupo!?,CHARACTER,Mog,male
"Sure it is. But it's okay if it does. There's too much sadness in my world, your future. It'd be better if it never happened at all.",CHARACTER,Noel,male
Kupo.,CHARACTER,Mog,male
"Yeah. Well, come on, let's go. We've got a date with Lightning, remember?",CHARACTER,Noel,male
Yeah.,CHARACTER,Serah,female
Okay.,CHARACTER,Noel,male
Kupo.,CHARACTER,Mog,male
The scene ends.,ACTION,ACTION,ACTION
"(auto-talk) Something looks different from the last time we were here. Mog, is this even the same place?",CHARACTER,Noel,male
"This is the Void Beyond, kupo. It's just one of the many shadows of Valhalla to be found, kupo.",CHARACTER,Mog,male
"So it looks similar, but it's really a separate world. That's why there are all these little differences.",CHARACTER,Serah,female
Makes sense. Let's go see what changed.,CHARACTER,Noel,male
They explore the area. Serah can examine a throne...,ACTION,ACTION,ACTION
This throne... I remember it from my dream. This is where Lightning was praying to the goddess.,CHARACTER,Serah,female
If Noel examines it...,ACTION,ACTION,ACTION
A throne without a ruler. I wonder who used to sit here? The goddess? Or some other deity... ?,CHARACTER,Noel,male
When ready...,ACTION,ACTION,ACTION
Enter the spacetime distortion?,ACTION,ACTION,ACTION
Player chooses 'No',ACTION,ACTION,ACTION
Player chooses 'Yes',ACTION,ACTION,ACTION
Casino Unlocked! Serendipity -Year Unknown-,ACTION,ACTION,ACTION
Sunleth Waterscape -300 AF-,ACTION,ACTION,ACTION
"Time and memory, frozen in crystal.",ACTION,ACTION,ACTION
"Sometimes, reunions happen in the strangest places. Deep in the forest, Serah finds her fiancé, Snow battling a giant flan, which is threatening to destroy the pillar that holds up Cocoon. Noel and Serah drag Snow away from his suicidal battle.",ACTION,ACTION,ACTION
"However, they know he will continue to fight to protect Fang and Vanille until they resolve the distortion and eradicate the threat. But when they do, the reason for Snow to exist in that timeline is gone, and he disappears before their eyes.",ACTION,ACTION,ACTION
Serendipity -Year Unknown-,ACTION,ACTION,ACTION
"Minstrels of old sang of a secret place--a place that hid on the border between life and death, between oblivion and eternity. In that mythical niche could be found a palace of wondrous entertainment. It was a fantastical neverland, with a staff of surpassing beauty, and a proprietor who was more than human. Only those blessed by Lady Luck would ever stumble through its legendary doors.",ACTION,ACTION,ACTION
"And now, as if plucked from a children's storybook, that very palace looms invitingly before Serah and Noel.",ACTION,ACTION,ACTION
"The party pays a visit to this casino, which is the Locked Location from before...",ACTION,ACTION,ACTION
Kupo!,CHARACTER,Mog,male
"Wow, check it out. What is this place?",CHARACTER,Noel,male
Kupo?,CHARACTER,Mog,male
I don't think it's a theme park. Maybe a casino? But I've never seen anything like it before.,CHARACTER,Serah,female
Kupooo...,CHARACTER,Mog,male
"Well, I guess it's worth taking a look.",CHARACTER,Noel,male
The party heads to the entrance of the casino and talks with a woman with cat-like ears standing there...,ACTION,ACTION,ACTION
"Welcome to our timeless paradise, Serendipity! You guys are travelers lost in time, right? Is this your first time here?",CHARACTER,Catlin,female
"Wait, so you know who we are?",CHARACTER,Noel,male
"All sorts of people come here for different reasons. Don't worry--we won't try to get in the way of you having fun. In this place, we're all just servants of the goddess--you might know her as Lady Luck.",CHARACTER,Catlin,female
I don't really know much about gambling or placing bets.,CHARACTER,Serah,female
"All the better. You've heard of beginner's luck, haven't you? To play the games, you'll need to purchase casino coins from the exchange desk. Go! Enjoy!",CHARACTER,Catlin,female
The player receives a Primer on the basics of Serendipity.,ACTION,ACTION,ACTION
Item Acquired! You obtain a Map of Serendipity!,ACTION,ACTION,ACTION
Item Acquired! You obtain a Casino Ticket!,ACTION,ACTION,ACTION
Mog went away to play.,ACTION,ACTION,ACTION
"Catlin leaves and the party receives a message instructing them to head to the exchange counter. First, though, they enter a tent on the left and speak with a woman who kind of looks like Chocolina...",ACTION,ACTION,ACTION
My dear travelers of time. I see you have in your possession some fragments. Do you know their power?,CHARACTER,Mystic,female
"Well, we're not exactly sure what they do.",CHARACTER,Serah,female
Those fragments are remnants of a time passed. The goddess's will is that they fall into the hands of those with the purest of hearts.,CHARACTER,Mystic,female
"So, are they something we're supposed to have or... ?",CHARACTER,Noel,male
"You two are the rightful bearers. You will find more as you continue your journey in the outside world. Come back and present them to me, and I shall grant you a humble gift.",CHARACTER,Mystic,female
A Primer is presented on speaking to the Mystic to obtain Fragment Skills.,ACTION,ACTION,ACTION
It is clear as day; you were the ones chosen by the goddess. The fragments you carry are proof of her faith in you.,CHARACTER,Mystic,female
The fragment skill Mog's Manifestation has been unlocked!,ACTION,ACTION,ACTION
A Primer is presented on how to use Mog's Manifestation for an enhanced Mog Throw that allows you to find objects even if Mog is thrown in random directions where you don't see treasure.,ACTION,ACTION,ACTION
The fragment skill Haggler has been unlocked!,ACTION,ACTION,ACTION
The fragment skill Eyes of the Goddess has been unlocked!,ACTION,ACTION,ACTION
"Another Primer is presented on visiting the Mystic again to obtain more of these skills when the player gets more Fragments, and also how to activate them. The party can speak with the Mystic again...",ACTION,ACTION,ACTION
"If you present me with any fragments you obtain, I will offer you some guidance.",CHARACTER,Mystic,female
The distortion in time gave birth to countless shards of many forgotten histories. The goddess is greatly troubled over this.,CHARACTER,Mystic,female
"When the party gains more Fragments, they can return to her...",ACTION,ACTION,ACTION
"This must be the goddess's will. Please, let time--the world--escape the nightmare it faces.",CHARACTER,Mystic,female
The fragment skill Bargain Hunter has been unlocked!,ACTION,ACTION,ACTION
The fragment skill Anti-grav Jump has been unlocked!,ACTION,ACTION,ACTION
And again with more fragments...,ACTION,ACTION,ACTION
"My powers do not begin to compare to those of the goddess, but I shall do my best to provide you with what you are entitled.",CHARACTER,Mystic,female
The fragment skill Mobile Mog has been unlocked!,ACTION,ACTION,ACTION
The party enters the tent on the right and speaks with another cat-eared woman...,ACTION,ACTION,ACTION
I'm here to assist you with whatever you need. Do you have any questions on how to play any of the games?,CHARACTER,Casino Staff,female
The party is presented with the options to learn about card games or slot machines. If they cancel out...,ACTION,ACTION,ACTION
You'll need to purchase casino coins in order to play the slot machines.,CHARACTER,Casino Staff,female
The party heads to the exchange counter and speaks with another Chocolina-like figure...,ACTION,ACTION,ACTION
"Welcome! This is where you can exchange your coins. In order to play the games at the casino, first you'll need to purchase casino coins here. One you've won yourself more casino coins, you can come back and trade them in for prizes! Stop by any time to check out our exciting selection of wonderful and useful prizes!",CHARACTER,Casino Vender,female
"A store dialogue is presented with options to purchase Coins, Exchange Tickets, or purchase Prizes. Upon exiting...",ACTION,ACTION,ACTION
May you be blessed by the goddess of fortune.,CHARACTER,Casino Vender,female
"The party can enter the center tent, where familiar theme is playing: ""Chocobos of Cocoon."" Upon speaking to the Chocolina-like woman there...",ACTION,ACTION,ACTION
Welcome to the chocobo races! I see you have a way with animals. I think that's wonderful! Do you have a chocobo in your party? You need to register your chocobo and he'll be able to participate immediately. You can win casino coins by betting on the races. Why don't you give it a try?,CHARACTER,Racing Teller,female
A Primer is presented on the basics of the chocobo races. The party heads to the racing counter...,ACTION,ACTION,ACTION
Welcome to the chocobo races!,CHARACTER,Racing Teller,female
"A screen is presented providing info on racing chocobos. Upon exiting it, the options are presented to register a chocobo, view records and info on how to play. Upon registering a chocobo, info on chocobo attributes is presented. Upon selecting the option to race, another page of info is presented regarding classes of races, including graded and secret races. Upon selecting a race, another screen is presented regarding the racing form. Once ready, the player finally starts the race, and...",ACTION,ACTION,ACTION
May the goddess smile upon you.,CHARACTER,Racing Teller,female
If you win...,ACTION,ACTION,ACTION
Congratulations! It looks like time was on your side.,CHARACTER,Racing Teller,female
"After the race, a primer is presented on things that you can do to increase your chocobo's chances of winning.",ACTION,ACTION,ACTION
Once the party visits one of the vendors again...,ACTION,ACTION,ACTION
(auto-talk) Just one gil? This has gotta be a mistake.,CHARACTER,Serah,female
It probably is... but... should we try exchanging it anyway?,CHARACTER,Noel,male
The party can return to New Bodhum for some new dialogue...,ACTION,ACTION,ACTION
Or maybe... You guys never left town at all and you're just playing us for fools!,CHARACTER,Lebreau,female
"Serah... You ran into Snow, didn't you?",CHARACTER,Lebreau,female
"So you really did travel through time, huh? Wait, don't tell me! I don't want to know all the details just yet.",CHARACTER,Lebreau,female
You'll have plenty of time to tell me about your journey once it's over. I don't want to have to wait in suspense to find out the ending.,CHARACTER,Lebreau,female
"(auto-talk) NORA kicks butt! So that's Noel, huh?",CHARACTER,Roaming Male NORA Member 1,male
"Did something happen out there? You two seem different. So it's like Noel said, you really are traveling through time.",CHARACTER,Maqui,male
"You know, something's been bugging me... If you guys travel back in time and change the past, what's gonna happen to us?",CHARACTER,Maqui,male
"Do you think it'll cause history to branch out, creating a parallel world somewhere out there? Or will the redesigned past create new memories for all of us in the present?",CHARACTER,Maqui,male
"If history changes, it'll change what we are right now. But if that happens, we won't know it, will we? Man, thinking about this hurts my head!",CHARACTER,Maqui,male
"Hey, you found your way back! You didn't happen to bump into the boss while you were out there, did ya?",CHARACTER,Gadot,male
"If you see the bossman, tell him Gadot says hey. Oh, and tell him he still owes me for that time I bought him lunch!",CHARACTER,Gadot,male
Hope you guys bring back Snow and Lightning. You'd better hurry back before we all forget about you guys!,CHARACTER,Gadot,male
"Oh, and next time, bring us back a little something from your trip, will ya?",CHARACTER,Gadot,male
"Hi, guys! How's your adventure through time going? Taking in the scenery? Enjoying the action?",CHARACTER,Yuj,male
"You two seem different somehow. What's changed? ... You are the real Serah and Noel, right?",CHARACTER,Yuj,male
"It's strange to think that while you're out there on a long journey, not a lot of time has passed for us.",CHARACTER,Yuj,male
"They say people grow from what they experience. If that's true, I might not recognize you when you come back to us again!",CHARACTER,Yuj,male
"Serah and Noel can return to Bresha Ruins -005 AF- and in the main area, they can use Mog Throw to obtain the key to the holding cell they were locked in before.",ACTION,ACTION,ACTION
Item Acquired! You obtain a Holding Cell Key!,ACTION,ACTION,ACTION
You unlock the door!,ACTION,ACTION,ACTION
The party moves forward in this new area and uses Mog's power...,ACTION,ACTION,ACTION
Item Acquired! You obtain an Army Comm Device!,ACTION,ACTION,ACTION
They can auto-talk with a couple of soldiers in this area...,ACTION,ACTION,ACTION
(auto-talk) You know what they say; all's well that ends well. I guess the Academy can't do everything. So that giant... it wasn't a fal'Cie? I heard the whole area's been stabilized. Is it true that the giant was taken down by civilians?,CHARACTER,Male Soldier 1,male
"(auto-talk) I'll stay on alert. Over. I wish I'd seen that, too. Over. I know, I know. Over. Finished already? Over. That's not going to happen. Over.",CHARACTER,Male Soldier 2,male
They return to Morris...,ACTION,ACTION,ACTION
"You found a suspicious comm device? Let's see it. Here we go. This is the source of my headaches. It's emitting the exact same ID sig as my communicator. Wait a minute... these two devices look exactly the same! They even have the same scratches on the casing! What the hell... ? Is this what they mean when they talk about events that 'shouldn't be happening'? There's a theory that the paradox effect ignores the boundaries of time. If that's true.. ... then maybe a future 'me' somehow wandered into the present... ... and dropped 'my' communicator, landing me in this mess. Er, you know what, let's not think about that. My problem is solved. I'll leave the mind-bending paradox theories to the experts in the Academy. Thank you for sorting this out!",CHARACTER,Morris,male
Fragment Discovered! Vita Lyrica You obtain 200 CP!,ACTION,ACTION,ACTION
"(auto-talk) Ever since those gates appeared, all the clocks and compasses have gone haywire. So, I wonder who was actually patrolling with that second communicator...",CHARACTER,Morris,male
They find a blue Time Gate in the area past where they were locked in...,ACTION,ACTION,ACTION
"A Wild Artefact can be used to open the gate, but it will be consumed. Open the gate?",ACTION,ACTION,ACTION
Player chooses 'No',ACTION,ACTION,ACTION
Player chooses 'Yes',ACTION,ACTION,ACTION
Bresha Ruins -300 AF-,ACTION,ACTION,ACTION
"In the year 20 AF, the Bresha Ruins suddenly experienced an influx of monstrous intruders. A paradox was thought to be the cause, but before an investigation could be launched, the situation was already out of hand. The government all but abandoned the area, and appealed to the general populace for possible solutions. The ruins crawled with mercenaries and researchers, looking to make names for themselves in what had become an unregulated, lawless district. As the situation continued to deteriorate, all attempts to stem the invasion ended in wasted time and resources.",ACTION,ACTION,ACTION
Three hundred years have gone by since that paradox first appeared.,ACTION,ACTION,ACTION
The party uses the Time Gate and emerges in a snowy area...,ACTION,ACTION,ACTION
"(narrating) It looks like another paradox appeared in the Bresha Ruins, kupo! The number of monsters just keeps growing and the military's in a tizzy trying to cope, kupo! So the government is asking civilians to help out, kupo! Of course the three of us are going to help, kupo! Nothing makes us happier than lending a helping hand, kupo!",CHARACTER,Mog,male
Serah and Noel are shown freezing their butts off.,ACTION,ACTION,ACTION
"The more we help, the more the government will pay for our trouble, kupo! I've already made room in my pockets, kupo! (spins) Kupo!",CHARACTER,Mog,male
"We're gettin' paid. I wonder how much. But what are you going to do with all that gil, anyway? Got your eye on somethin'?",CHARACTER,Noel,male
"I'll figure that out once I have the gil, kupo! First we have to earn it, kupo!",CHARACTER,Mog,male
"Hey, guys? It looks like we're not the only ones interested in the rewards the government has to offer.",CHARACTER,Serah,female
Kupo!? (He flies off.),CHARACTER,Mog,male
The party moves forward and speaks with a man named Jonah...,ACTION,ACTION,ACTION
"With this many monsters prowling the area, all we can do is take them out one at a time, starting with the ones in front of us. According to my extensive research, there should be some kind of device that's been recording the biology of these monsters for some time now. If only I could find that valuable piece of equipment. It would certainly make dealing with the monsters a lot easier.",CHARACTER,Jonah,male
Fragment - Platinum Ring,ACTION,ACTION,ACTION
Summary - Retrieve the recording device,ACTION,ACTION,ACTION
