dialogue,label,character_name,character_group
"No, Nyx, please, it's... quite all right. You may not have given birth to me, but you still cared for me. I never doubt that. Likewise, are you sure it's all right that I continue to address you by name?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Nyx, you must know something about why Father broke off ties with the Olympians, don't you?",CHARACTER,Zagreus,male
"That is a question only your father can answer, child. I cannot tell you more than you already know.",CHARACTER,Nyx,female
I'm sure we can reconcile our disagreements all the same.,CHARACTER,Zagreus,male
"I have to ask you something, Nyx. What is this debt you owe my father, anyway? Forgive my eavesdropping, it's just, I heard the two of you discussing things, and... it came up.",CHARACTER,Zagreus,male
"...I was here long before your father. The responsibility to govern fell to me. Yet, I could not manage on my own. I shape the darkness; ensure the integrity of the domain. I am less prone to census-taking and administering rules. I receded from such responsibilities.",CHARACTER,Nyx,female
"It was too much, even for you. So... when father arrived... you welcomed him? He helped?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"I was quite skeptical of him, at first. I thought his presence merely a cruel trick of Fate. But... he worked diligently, from the start. Soon there was order where once there was none. I fashioned this House for him, and I maintain it still. We remain in partnership. In interdependency.",CHARACTER,Nyx,female
He has never taken advantage of you? Of your generosity?,CHARACTER,Zagreus,male
"No, child. He has not. He can be short with me, as you have seen. But that is the extent of it. We have found ways to reconcile disagreements. Though, your relationship with him... it is more complicated than my own, I fear...",CHARACTER,Nyx,female
"Nyx, all you've done to help me, with the Olympians, the Mirror, the House Contractor, I... I worry that if Father were to know, that he would turn his wrath upon you. I don't want anything to happen.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"You need not fear for me, my child. For I am not some underling your father has authority to punish if it pleases him. I am the Night; and it is by my grace that this House stands. Your father knows this. Thus, he and I have certain common goals. We are obligated to cooperate.",CHARACTER,Nyx,female
"Then... if there's really nothing he can do, why go along with his deception? About my birthmother, I mean?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
Please... that is something I am not at liberty to say. When you meet your birthmother eventually... you shall understand.,CHARACTER,Nyx,female
"EndCue  /VO/ZagreusHome_2157,",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"You need not fear for me, my child. For I am not some underling your father has authority to punish if it pleases him. I am the Night; and it is by my grace that this House stands. Your father knows this. Thus, he and I have certain common goals. We are obligated to cooperate.",CHARACTER,Nyx,female
Obligated to cooperate... no wonder I thought you two truly were husband and wife.,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
Your father and I... sometimes convince ourselves.,CHARACTER,Nyx,female
"I heard lately from the goddess Athena, Nyx. She seems to admire you. I thought Olympians didn't like our kind?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"They typically do not. But, you are family, child. And I, why... I believed Athena wise enough to understand why someone such as I would seek her, in particular. She has, in turn, made others in her family aware.",CHARACTER,Nyx,female
Ah. I see. I guess. I think?,CHARACTER,Zagreus,male
"Athena sends you her kindest regards, Nyx. Sounds like you have maintained some correspondence since all this began?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"We have, thank you, my child. Goddess Athena is reputed to be wise, and so she was the one I felt was the most likely to listen to reason, understand my view, and ultimately have a willingness to help. It is most fortunate that I was not mistaken about her.",CHARACTER,Nyx,female
But... you told her you're my mother. If she's supposedly so wise... isn't that quite a risk? If she finds out you've been misleading her...,CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"She is wise, child. It is precisely for that reason I expected she would understand.",CHARACTER,Nyx,female
Hmm.,CHARACTER,Zagreus,male
"Athena sends you her kindest regards, Nyx. Sounds like you have maintained some correspondence since all this began?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"We have, thank you, my child. Goddess Athena is reputed to be wise, and so she was the one I felt was the most likely to listen to reason, understand my view, and ultimately have a willingness to help. It is most fortunate that I was not mistaken about her.",CHARACTER,Nyx,female
...Anytime...,CHARACTER,Zagreus,male
"Erm, Nyx, at first I thought I maybe should ignore this, but I wanted to give you greetings from Lord Ares, who seems rather interested in you.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Ah, yes, the god of war. Among all the Olympians, he often struck me as much more accepting of our kind, born of the Underworld.",CHARACTER,Nyx,female
"You're not... wait, you're not interested in him, I mean, he's... murderous... polite, though, I don't know.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I take an interest in whomever I take interest in, my child. I thank you for the message.",CHARACTER,Nyx,female
I like the positive attitude.,CHARACTER,Zagreus,male
"Hey, Nyx, erm, Lord Ares wanted you to know, and I believe I quote, that 'I am often thinking of her here'. Take that for what it's worth?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I shall, thank you, my child. If the god of war is thus preoccupied with me, well then, perhaps he shall be slower to send droves of mortals to our doorstep here.",CHARACTER,Nyx,female
"I hear from them rather a lot, myself....",CHARACTER,Zagreus,male
"Help me, Nyx. Or rather, help yourself. Lord Ares seeks for me to put the two of you in contact. I mean... I don't know why I'm getting so defensive, here, now that I think on it.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Do not concern yourself with my ability to navigate my interpersonal relationships, my child. It pleases me Lord Ares told you this. Those of Olympus rarely say such things, to any of us here.",CHARACTER,Nyx,female
Fair point.,CHARACTER,Zagreus,male
"Nyx, did you really start a correspondence with Lord Ares, as he put it to me recently? Is everything all right with you and him?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"His interest in the Underworld is genuine, and he does not regard me as beneath him, even if the technicality exists. The Olympians and the chthonic gods... we have much left to learn of one another's kind.",CHARACTER,Nyx,female
What of Father? He's forbidden any contact whatsoever!,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"You have repeatedly received such contact, all despite your father's wishes, child.",CHARACTER,Nyx,female
Fair point.,CHARACTER,Zagreus,male
"Nyx, did you really start a correspondence with Lord Ares, as he put it to me recently? Is everything all right with you and him?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"His interest in the Underworld is genuine, and he does not regard me as beneath him, even if the technicality exists. The Olympians and the chthonic gods... we have much left to learn of one another's kind.",CHARACTER,Nyx,female
I know. I know. You're right.,CHARACTER,Zagreus,male
"You're going to meet Ares, sometime, Nyx? Or maybe you already have?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"What is your concern, exactly, child? Speak plain with me, or else take not my time.",CHARACTER,Nyx,female
"Well, I... it's just, Ares, he's... I don't know, he just doesn't seem your type! And isn't he a little young for you?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"You do not understand the basis of our friendship, child. Lord Ares may not meet the moral standard of the mortals who hate him, or Olympians who shun him, but to me? He is cordial and eager to learn. I am quite capable of forming my own views on him.",CHARACTER,Nyx,female
"Erm, Nyx, I... Ares sends you his regards again. Wanted to let you know.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Thank you, my child. We may seldom have occasion to encounter one another, he and I, but it is good to have another friend upon Olympus. Even if goddess Athena and he are not on the best of terms.",CHARACTER,Nyx,female
I won't.,CHARACTER,Zagreus,male
"The Olympians can't really see me, can they, Nyx? I mean, not very well. I get that they can sense details here and there, but... they don't know the full extent of what's going on. Are we really so far beyond their influence?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"You are enshrouded from them, child. For your own benefit, and theirs. They know as much as necessary to assist. And I trust they shall, for as long as you require. They are bound to one another as family. And they know that you require aid. Do not be too prideful to accept.",CHARACTER,Nyx,female
"I was pleased to see an order pending approval for the release of Orpheus with the House Contractor, Nyx. If Father wants him to start singing again, locking him in Tartarus doesn't seem like the most efficient way to go about it. Besides, I think he's suffered enough.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Your father found a certain peace from song, my child. Perhaps with this reprieve, our Orpheus shall reconsider and resume his craft.",CHARACTER,Nyx,female
You're worried Father doesn't have enough live music to enjoy while brooding over his gloomy court?,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
Your father's temperament is easier to navigate when he is in relatively better spirits. And my opinion is that punishing the court musician does not further your father's goal with him.,CHARACTER,Nyx,female
"Do you enjoy Orpheus' singing, Nyx? He seems a bit concerned that you might not.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I am amenable to the consonance of his harmonies, child.",CHARACTER,Nyx,female
"I don't suppose the name Skelly happens to mean anything to you, does it, Nyx?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"It means nothing to me at all, my child. Though, why do you invoke such names within this House? Who is this Skelly, and what do you presume is the connection that exists between us?",CHARACTER,Nyx,female
"Oh, I... well, essentially, he is an animated skeleton who shows up just outside my bedchambers, and lets me practice with my weapons on him. I sort of figured that you put him up to it. So it wasn't you?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Achilles moves throughout these chambers under my own shroud, if you must know. And thus you have in your possession the Infernal Arms. But, I have not exerted further influence than that. Is this skeleton to be trusted, then?",CHARACTER,Nyx,female
"I finally made it to the surface, Nyx! Confronted Father, there, out in the cold. I couldn't make it past him, but... I was so close!",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Do not despair, as I told you before. With effort and with time, most any setback can be overcome. Even your father. You have come closer to your goal. Achieve it!",CHARACTER,Nyx,female
"Your father is not here, and you are back. Then, it can only mean one thing. Are you all right, my child?",CHARACTER,Nyx,female
"Yes, I think so, Nyx. Returning here by Father's hand does put a special sting into it, though. So, any invaluable tips on how to vanquish him? Some hidden weaknesses only you know about, something like that?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You know his weaknesses better than anyone. Better even than he. It pains me to know that the conflict between you could not be settled in some other way. But if this is how it has to be... destroy him for me, next you fight up there. However long it takes. Would you do that?",CHARACTER,Nyx,female
"You have been served a Pact of Punishment, now, child. I thought to talk your father out of it, at first, but... it may serve to let you grow your power, even more.",CHARACTER,Nyx,female
"Something about setbacks building character, I guess? I didn't take you for someone to look on the bright side of things, Nyx.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"It is a point of fact. If you can overcome the conditions of the Pact, your influence throughout this realm shall surely grow. Though, do not overextend, of course.",CHARACTER,Nyx,female
"I thank you for the lovely flowers, child. They make my corner of the House hospitable. Such simple comforts never were for me, and yet... now that I am surrounded by them, I have found that I enjoy their presence, more than I would have admitted in the past.",CHARACTER,Nyx,female
"I'm glad you like them, Nyx. Though if you don't, just give the word, and I will have them removed. Probably incinerated for good measure! Now that you mention it, though, how come you are always in this corner in particular?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"This point is closest to the center of the House. To its foundation. And, therefore, to the center of the entire realm.",CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
"Don't you ever get lonely down here, Nyx...? For companionship, I mean, because... I mean, just look at you, you're very beautiful, the night herself! There's nothing you can't do. When I was younger, I thought you and father, you know, but... is there not someone else?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"How very forward of you, child. I accept your compliment. Although, I am the Night, as you observe. The night conceals all. I know nothing of the loneliness which you describe. This entire realm... it is a part of me. And many of its subjects sprang from me, alone.",CHARACTER,Nyx,female
"You appear to have grown stronger since when last we interacted, child. Your bedroom mirror may appear to be the cause... but then of course the real cause is you.",CHARACTER,Nyx,female
"I sense the growing darkness in you, child. I am so very proud of you. You always have been capable, yet now, you seem to radiate with newfound power.",CHARACTER,Nyx,female
"The unfathomable power of the Underworld thrives within you, child. Your godliness has grown since last we spoke; you have learned much of harnessing the dark.",CHARACTER,Nyx,female
Huh. I suppose.,CHARACTER,Zagreus,male
"Even among those born longest ago within the deepest reaches of the Underworld... I have seldom encountered anyone so united with the Darkness of this domain as you are, child.",CHARACTER,Nyx,female
"United with the Darkness? I've just... been picking it up here and there. Although, for quite a while, since you mention it! I'm not sure that I feel any different, though.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
Surely that is not so. Think back on when you started all of this. You now know so much more. Are capable of so much more.,CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
You really think so?,CHARACTER,Zagreus,male
Yes.,CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
"You have revealed every facet of the Mirror of Night, child. The full extent of its power. I was aware this was possible, yet... you achieved it sooner than expected.",CHARACTER,Nyx,female
I don't know where I'd be without it. Probably still in Tartarus trying to get past Meg. I only wish I could get even stronger.,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"The Mirror has little to do with your power, let alone your capability. You may deactivate its effects and see for yourself. It merely gave you greater opportunity to learn. And you shall continue to do so.",CHARACTER,Nyx,female
"Nyx... I have to ask you something. Are you certain that my search isn't in vain? My mother, what if... what if she's gone?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Your mother yet lives. There can be no other explanation. For, if she did not, she would be with us, here.... She was a good woman. Stately, kind. I wished to raise you as I thought she would have.",CHARACTER,Nyx,female
"Nyx, sometimes I get the impression the Olympians look down on those of us born of the Underworld. Is that my imagination, or, what do you make of it?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"The gods of Mount Olympus tend to think themselves above us, child. Or so your father often likes to say. He alone was relegated to this realm, and grew resentful of his relatives on high.",CHARACTER,Nyx,female
It's getting complicated pretty fast...,CHARACTER,Zagreus,male
"You have met most of your Olympian relatives by now, child. Although the power of their blessings is fleeting here, they shall continue to support you. As long as necessary.",CHARACTER,Nyx,female
They all still think I'm headed to join them on Olympus. That's why they're helping me.,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
They are helping you because you are family. Family with whom they do not yet have a complicated past.,CHARACTER,Nyx,female
...Understood.,CHARACTER,Zagreus,male
"Nyx... the Olympians have been immensely helpful, but... did they really have to get mixed up in all this? I could have gone off on my own.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"And you would not have gone far, child. Your father is too proud to accept assistance in personal matters. Do not cede the advantage that you have.",CHARACTER,Nyx,female
But I'm misleading them. Taking advantage of their good graces trying to find Mother. What if they find out?,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I shall do everything within my power to prevent this, as shall you.",CHARACTER,Nyx,female
I... I trust you Nyx. I do.,CHARACTER,Zagreus,male
"Nyx, can you... tell me more about my birthmother? Anything at all. What was she like, when you first met? What did you think of her?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Your birthmother left a strong impression on us, child. It was apparent she was from a far-off place, and yet... she brought with her a lightness I had not experienced before. My first impression soon subsided, and I grew to care for her. You possess many of her finer qualities.",CHARACTER,Nyx,female
Finer qualities? Such as abandoning her family members? Why did she leave? Why won't you tell me?,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Please... you must not ask such things of me. I swore a binding oath never to say. I have already circumvented it as much as can be done. Go find her, child. Then, you shall understand.",CHARACTER,Nyx,female
Thank you.,CHARACTER,Zagreus,male
"Nyx, can you... tell me more about my birthmother? Anything at all. What was she like, when you first met? What did you think of her?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Your birthmother left a strong impression on us, child. It was apparent she was from a far-off place, and yet... she brought with her a lightness I had not experienced before. My first impression soon subsided, and I grew to care for her. You possess many of her finer qualities.",CHARACTER,Nyx,female
"I'll find her, then. I have to.",CHARACTER,Zagreus,male
"Nyx, if I can ever make my way from here, out to the surface... how do you know that I can find her? The instructions you gave me... how can you know for sure that's where she is, that she hasn't left, or...?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"When your birthmother departed, I bent the light for her, shrouding her path, though I myself could see it. I trust she remains there, and that I am not betraying her confidence by telling you.",CHARACTER,Nyx,female
As mortals do...,CHARACTER,Zagreus,male
"Your father fell to you, as once his father fell to him. Although, you were substantially more merciful. I know it is a bitter victory, at best. Though, tell me... what transpired subsequently, that you have returned? Did you locate your birthmother?",CHARACTER,Nyx,female
"I did, I... she was there. She was... where you said she'd be. And, more than I imagined, but... I had so little time with her. I can't survive up there, for very long. Why didn't you tell me I'd just die, no matter what?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, my child... I say this seldomly, but... I did not know. Or... I did not wish to believe... that the surface would have such an effect on you. But it seems you share your father's fate, after all.",CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
"My father's fate? But he is smugly waiting for me every single time I make it there, and seems quite healthy by then, all in all! Though... maybe the farther we get from this realm... the worse we get. Because he cast his lot... inheriting the Underworld?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"So I now presume. You are bound to this realm by powers greater even than mine. Tell me something... if you knew that you could only see Persephone for but a moment's time... would you still make the journey to her, there?",CHARACTER,Nyx,female
"...Yes. Yes, I would. I had so many questions left for her!",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Then, go and ask them, child. Steady your resolve, and find her there, again. And use well what brief time you have with one another, whilst you can. As mortals do.",CHARACTER,Nyx,female
As mortals do...,CHARACTER,Zagreus,male
"Your father fell to you, as once his father fell to him. Although, you were substantially more merciful. I know it is a bitter victory, at best. Though, tell me... what transpired subsequently, that you have returned? Did you locate your birthmother?",CHARACTER,Nyx,female
"I did, I... she was there. She was... where you said she'd be. And, more than I imagined, but... I had so little time with her. I can't survive up there, for very long. Why didn't you tell me I'd just die, no matter what?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, my child... I say this seldomly, but... I did not know. Or... I did not wish to believe... that the surface would have such an effect on you. But it seems you share your father's fate, after all.",CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
"My father's fate? But he was smugly waiting for me up there, and seemed quite healthy, all in all! Though... maybe the farther we get from this realm... the worse we get. Because he cast his lot... inheriting the Underworld?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"So I now presume. You are bound to this realm by powers greater even than mine. Tell me something... if you knew that you could only see Persephone for but a moment's time... would you still make the journey to her, there?",CHARACTER,Nyx,female
"...Yes. Yes, I would. I had so many questions left for her!",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Then, go and ask them, child. Steady your resolve, and find her there, again. And use well what brief time you have with one another, whilst you can. As mortals do.",CHARACTER,Nyx,female
Urgh...,CHARACTER,Zagreus,male
Nyx... why did you never send word to Mother that I lived? You knew at least approximately where she went. You and Father... you could have spared her so much pain!,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I swore a binding oath never to say, child. I have already circumvented it as much as can be done. Know that we... that I acted with only her wellbeing in mind. As well as yours.",CHARACTER,Nyx,female
...Thank them for me.,CHARACTER,Zagreus,male
Nyx... you saved my life. Gave me life. When I was born. Father told me. I don't know what to say. Why didn't you tell me?,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"There are many things that I am not at liberty to speak of, child. Through my own binding choice. These circumstances are among them. Suffice it to say that your revival... required the extent of my ability. And considerable time.",CHARACTER,Nyx,female
I never should have been born... is that what the Fates wanted? Did you defy your own daughters?,CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
Silence. Tempt not my daughters thus.,CHARACTER,Nyx,female
They are.,CHARACTER,Zagreus,male
"How is she, child? Queen Persephone, I mean. Has she been well up there, in her abode? What is it like?",CHARACTER,Nyx,female
"She's doing well, I think. It's nice to visit her. Her residence is beautiful. A little home nestled amid the cold. All of these plants, in bloom! It's difficult even to describe. And very bright, as well.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"That sounds quite pleasant for someone who values brightness, I suppose. Well, then... I trust your visits are worthwhile for the both of you.",CHARACTER,Nyx,female
I'll be careful...,CHARACTER,Zagreus,male
"Nyx, my mother was quite concerned to learn Olympus has been aiding me. Did you... haven't you... put her in danger by involving them? Was there no other way?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"No. There was not. She has been in danger, all along. I concealed her, yes. Even from me. But, it is not enough. I do not think that you could have found her without the Olympians. And, if I did not reveal your existence to them... if they discovered who you are... it would be worse.",CHARACTER,Nyx,female
"Ugh, what a mess. How are we going to fix this?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"The Olympians maintain belief that you are trying to reach them. I trust we can sustain this understanding for a long, long time. Perhaps not forever, but... long enough to discover a solution. Perhaps with your birthmother's help.",CHARACTER,Nyx,female
"You've said more than enough. I'll see you, Nyx.",CHARACTER,Zagreus,male
"Child, quickly now, before you go. I know how all of this must look. Know that I was true to her. Persephone. And, that I think fondly on the time she spent with us.",CHARACTER,Nyx,female
"Of course, Nyx, though... why did she really leave the Underworld, do you think? Besides because of me. So what if she thought I died at birth?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
She did not feel that she belonged. It was a very difficult adjustment she was forced to make. And... she feared that she would inevitably end up caught between Olympus and this realm. That she might start a war.,CHARACTER,Nyx,female
"A war... wars have been fought for less, I understand. And, Father must have been a real burden, too.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"You do not know. Ask her yourself, about her time with him. But... I have already said too much. And I cannot say more.",CHARACTER,Nyx,female
Good.,CHARACTER,Nyx,female
"What is the matter, child? I sense your distress, not the specific cause.",CHARACTER,Nyx,female
Mother doesn't want to see me again. I mean... she asked me not to return. Thinks the risk is too great.,CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
Oh. That is a fair-enough assessment. What shall you do?,CHARACTER,Nyx,female
...I'm going back.,CHARACTER,Zagreus,male
"She did, did she...",CHARACTER,Nyx,female
"Father loved her, didn't he? Mother, I mean. Faith like that... he's just stubborn enough to hold onto the idea of her, isn't he? Though, what she saw in him, I'm not sure.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Your father was different with Persephone, to some extent. He has always been as you know him, yet... her lightness... it affected even him, I think. And he knows... that he was better with her, than without.",CHARACTER,Nyx,female
"Sounds like a lot of pressure on Mother to fix all his failings... but, it sounds as though she cared for him, as well. And you, and Cerberus. She said she misses you.",CHARACTER,Zagreus,male
I guess obscurity does have its perks.,CHARACTER,Zagreus,male
"Nyx, why is it the mortals come here knowing all about Olympus, while knowing so little about what goes on in our realm? Is there something more we could be doing to help spread the word?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"This realm remains enshrouded and obscure by my design and by your father's will, my child. Tell me, what would be the benefit of the attention you would seek?",CHARACTER,Nyx,female
"Oh, I... I don't know, it's just, for all the famous gods and monsters and the like, it seems to me that someone such as you, who does so much, why... you should be at least as known as any one of them!",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Obscurity is not a weakness, child. Are we understood? Seek to be valuable, not to be known. If you are valuable, then fame or notoriety can be a consequence. Should they become a burden... I can help.",CHARACTER,Nyx,female
"You have encountered setbacks within Asphodel, have you not, child? The Bloodless shades residing there are eager to bring death to any form of life. Beware of their infernal power.",CHARACTER,Nyx,female
"You have confronted the Exalted Shades within Elysium, my child. Your father offers them a handsome bounty should they bring your journey to an end. Although, I think the pride of vanquishing you would more than suffice in getting them to take up arms again.",CHARACTER,Nyx,female
Do as you must. Your victory is within reach.,CHARACTER,Nyx,female
"You nearly gained the surface, child. Considerable progress. Though, the setbacks that you faced within the Temple... if it is of any consolation, the foes you faced there have been quite a burden to your father, too.",CHARACTER,Nyx,female
"What, Father can't control the pest problem? Never thought I'd be of any help rampaging through the upper levels of his domain.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I saw you took possession of the List of Minor Prophecies, of the Three Fates. As ever, I should never have doubted my daughters' expectations. I was uncertain you had necessary guidance to select it from among the House Contractor's many opportunities.",CHARACTER,Nyx,female
"You offer something called the Fated List of Minor Prophecies to me, chances are I'm going to pick it up. Though, you make it sound like there's more I should know about it. Should I be concerned?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You know exactly what is necessary, and no more. I know better than anyone never to tamper with the Fates' design. Though, if they had cruelty in store for you through their List... I think that I would warn you, anyway.",CHARACTER,Nyx,female
"You have fulfilled already many prophecies envisioned by my daughters, child. Although perhaps inevitable, I find it impressive, nonetheless.",CHARACTER,Nyx,female
"Thank you, Nyx. Though, they're just minor prophecies, right? The kind that won't necessarily come to pass unless spelled out and coupled with a decent reward to make it worth my while. Not even the Fates are above greasing the wheels of progress, then?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"The Fates have perfect knowledge of exactly what is necessary for the future they have woven to someday come to pass. We each are instrumental to their ultimate design. Some more than others, it would seem, of course.",CHARACTER,Nyx,female
I sense all of the minor prophecies described within the Fated List have been fulfilled...? I do not understand how that is possible.,CHARACTER,Nyx,female
"Well, it certainly took some doing, and several of those really were rather difficult, and took some time, but... what's so special about getting through them all? It's a list, right?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"The Fates are always at their weaving. To have caught up with their designs... well, I should think that they shall have to learn to weave a little faster, perhaps.",CHARACTER,Nyx,female
"Any new prophecies need fulfilling, they know where to find me.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
I sense all of the minor prophecies described within the Fated List have been fulfilled...? I do not understand how that is possible.,CHARACTER,Nyx,female
"Well, it certainly took some doing, and several of those really were rather difficult, and took some time, but... what's so special about getting through them all? It's a list, right?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"The Fates are always at their weaving. To have caught up with their designs... well, I should think that they shall have to learn to weave a little faster, perhaps.",CHARACTER,Nyx,female
"Any new prophecies need fulfilling, they know where to find me.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"What is it, child? Is something amiss?",CHARACTER,Nyx,female
